place_name,review
영주산,영주오름이 아닌 영주산인 이유가 이따아..
영주산,오늘 다녀왔는데 사람이 거이 없고 바람은 쫌많이부네요.걷기좋지만 마에 724의 계단 ㅋㅋㅋ 내려올때 세 봤어요.하늘이뿌고 새소리 좋고 다만 화장실은 없어요왕복 1시간 정도 걸림
영주산,사람이 별로 없어서 너무 좋았다.경관은 말할필요도 없이 최고였다..
영주산,"성산일출봉,우도까지 다보이는 시원한풍경과 순한 소떼들이 평화로워요"
영주산,정상까지 즐거운 오름. 둘레길도 좋음
영주산,푸르르면 인스타 사진 찍으러 갈만한 곳
영주산,말똥이 너무너무너무너무 많아요 그거피하느라고 바닥만보고 걸어요
문도지오름,최근 인기가 많아져 사람들이 많이 올라옴. 아직은 야생의 기운이 남아 있어 좋은데...
문도지오름,이뻐요
문도지오름,똥 지뢰를 조심 하시오.오르기 쉽고 뷰는 좋음 허나 차로 가는 길 약간 빡셈
문도지오름,https://youtu.be/BAhO7p-Niqcok차박 문도지오름유튜브 검색하시면 동영상 올렸습니다 개인사유지  자연말방목  말똥천지기대이상 뷰는 최고출반과 도착이 다르기에 다시 차에올때 조심
문도지오름,"제주 서부권 곶자왈 한복판에 있는 낮은 오름오르는데는 10분 입구에 말들이 있는데(좀 무섭)가끔 오름 위를 오르내리며서로 앙증맞게 깨물면서 놀고 있습니다  지나갈때는 정중하게 인사드리고 피해야합니다오름입구까지 가는 길은 포장, 비포장도로가 있어서 서행으로 접근해야 합니다정상뷰는산방산 왼쪽부터 일부가 가려져있습니다제주 서남부 곶자왈이 장관입니다꼭 들러보세요"
문도지오름,"beautiful place, but you need strong legs to climb up and come down. if you like horses, you will be happy to see some here. it's go to the middle point of jeju olle trail route 14-1."
문도지오름,"차 진입로가 정말.. 오프로드에 한차선이라 반대편에 차가 오면 등에 땀이 나고, 말 방목지라 올라가는 길 내내 말똥을 요리조리 잘 피해야 하지만 정말 금방 올라가고 올라가면 다 용서되는 멋진 뷰를 만날 수 있음. 해 질 쯤에 가서 노을지는 중에 내려오시는 걸 추천해요 아예 해 넘어가고 내려오면 말똥 밟을수도 있고 나가는 차선 살짝 파져있는거 이런거 못보고 바퀴 헛돌수도 있음.."
문도지오름,"불편한 진입로, 짧은 오름길이지만 다소 미끄러운 길 등등의 약점은 정상에서 해넘이를 보는 순간 다 없어지고, 오직 기막힌 낙조만 기억에 남습니다. 언덕 능선의 실루엣도 죽입니다."
문도지오름,아무 생각 없이 갔다 좋았던 오름 근데 렌터카는 마음의 준비가 필요함 ㅠ 아무 생각없이 가다 밑창 많이 긁음 길 정비가 안되어있어...큰차 아니곤 아무리 조심해도 차 긁힘 너무 높지도 않고 좋음 말도 풀어져있어서 말구경도 가능
문도지오름,일단 낮은차는 길이 험해요 다긁힘 하부유모차불가라서 애기들은 걸어가야해요 너무 어린아이있으면 비추 가팔라서 넘어지는 사람 많았음다좋은데 사유지니까 쓰레기 버리지 말고 말좀 막만지지 마세요...어떤 가족은 말 막만지다가 말에 차일뻔함...눈으로만보고 너무 가까이가서 시끄럽게 하지마세요단체로 와서 말들사이에 무리로 지어서 사진찍는다고 정신없던데 말도 스트레스임
문도지오름,주변 풍경도 예쁘고 말도 온순해요 벗뜨 뚜벅이가 가려면 정말 각오하고 가야해요 주변 주차장에서는 5-10분 정도로 금방 올라와서 오름중에 난이도가 있는 편은 아닌데 오름까지 들어오는 과정이 험난해요 택시 아저씨들은 여기 절대 안오구요 차 망가질까바 만냑 걸어서 온다면 올레길 통해서 곶자왈 한번 거쳐서 와야하는데 걸어서 그 과정이 왕복 3시간 정도 됩니다 저는 그날하루 27000보 찍혔는데 여기 걷는게 20000보 가뿐히 넘는 것 같네유 하.지.만. 다시 오라고하면 또 오고싶긴 한 것 같아요 다들 고냥 자차 가지구 일몰질때 오세요
문도지오름,말이 매일 있는게 아니라고해서 걱정 했는데 말들이 냄새도 안나고 온순하고 너무 이쁘게 생겼어요 그렇다고 만지면 안됩니다!아무래도 제주 핫플인만큼 사람들이 많이 찾아오는곳이라서 아침 일찍 출발했는데 아무도 없고 말들뿐이였어요이번 제주 여행에서 제일 잊지 못할 기억
문도지오름,갈때마다 멋진 말들과 멋진 경치를 볼 수 있는곳올레길따라가면 곶자왈로 연결되어서 깊은 숲도 느낄 수 있는곳
문도지오름,15분? 20분? 꽤나 깊이 들어가고 길이 험해서 무서웠음..돌아갈까 수십번 고민하긴 했지만 세상 아름다운곳
문도지오름,길 두개에요 여러분 산넘어서 가세요.. 거기가 길이 그나마 깨끗함니다.. 대신 오래 걸려요 ㅠ ㅠ 그래도 렌트카는 조심해야하니께!
문도지오름,사유지이나 관광객들을 위해 개방주차 하는곳에서 10분만 걸으면 도착
문도지오름,"가능하면 리뷰 잘 쓰려고하는데 가시는 분 참고하시라고 남깁니다. 여긴 올라가는길도 험하고 렌트카 가져가시는 분들은 주의요망입니다. 정비가 안된길이라 길도 울퉁불퉁, 돌도 사방으로 튀어 휠이랑 문짝 수리비 물었어요^^; 길이 하나뿐이라 차 마주치면 어쩔수 없이 한 차가 후진으로 1분이상 물러나야 겨우 지나갑니다. 오름 많이 가봤지만 아무리 좁은길, 주차난이여도 이정도는 아니였…. 슬프지만 뷰는 좋았습니다ㅠㅠ"
문도지오름,잘 알려지지 않은 오름(?) 이라 너무 좋았어요찾아가기는 조금 어려웠지만 말과 풍경을 함께 볼 수있어 너무 좋네요새끼 말은 사람들에게 애교부리며 다가오는데 피부병에 걸린건지 벌레가 너무 많고 병나있지만 귀여워요
문도지오름,뷰가 짱
문도지오름,가는 길 엄청 험하니 운전 주의! 풍경 좋고 말도 가까이 볼 수 있어요. 말똥 엄청 많음
문도지오름,상공에서 오름을 보면 하트모양처럼 앙증맞게 생긴 오름이예요. 정상에 말들을 방목하니 자극주지 말고다녀야해요. 날씨좋고 구름이쁜날 가면 좋은곳이예요^^
문도지오름,진짜 풍경은 너무 예쁘지만 하산하다 말들이랑 정면으로 마주쳐서 말들이 저를 잡초마냥 씹어 먹었어요…오시려면 갑옷 입고 오세요..
문도지오름,"일몰, 말, 풍경까지 완벽했어요 사람도 많치 않고, 즐기며 구경하였습니다길 잘찾으셔야 할거예요 내비따라 주차하고 한참을 올라갔는데 인근에  주차장이 있어서 당황했다는.."
문도지오름,아쉽게 말은 보지 못했지만.. 멋져요 뷰
문도지오름,사유지인데 개방해주셔서 구경 잘했습니다.감사합니다.말들도 너무 귀엽고 자유로운게 육지에서는 못보는 광경이라 좋아요ㅎㅎ
문도지오름,주차 후 5분정도 올라가면 되는 오름. 멀리 풍차와 바닷가가 보이는 풍경이 멋있음. 내가 갔을 땐 없었지만 말들이 풀어져 있다고 함. 내려오는 길에 입구쪽에서 풀 뜯는 말과 마주침.
문도지오름,오프로드를 한 편 찍고 나면 오름 입구 도착사유지가 포함된 공간 속에 말들이 열심히 밥먹는게 그게 또 귀여움.오름은 정말 10분만에 도착할 수 있으나 가파른편이라 아이나 유모차는 불가능에 가까우니 부모님들은 참고하시길.그리고 맑은 날 해 뜰 시간보다도 해질녘에 오면 정말 기가막힌 노을을 마주할 수 있음. 다만 집을 돌아가는 길 다시 오프로드 영화 한 편을 다시 찍어야함
문도지오름,가는 길이 맞나 싶을정도로 의아하고 험난한데가면 탁트인 절경이 너무 좋다단 사유지니 깨끗하게~
문도지오름,여기 오름올라가면진짜 호주여행할때 본 풍경 이랑 완전 흡사하고 진짜 멋있어서 다좋았는데 제발  ......오름내랴와서가 문제의 시작이었음.땡볕에 말들 그늘이나 물이나 음식도 없이 묶어두고 .. 오름에서 기분좋았던거 묶여서 있는 말 보고 완전 개망쳤음. 애들이 너무 가여워서 ㅠㅠ풀 뜯어다주고 엄청 고생했음.풀뜯어주니까 잘먹던데 도대체 얼마나 굶긴건지.ㅡㅡ 인간도 그렇게 더운데 말들은 땡볕에서 하루종일 서있고 얼마나 괴롭겠냐구요.히힝 소리나서 좀 가보니 또 다른 한마리도 방치되어있었음. 얘는 가둬놓은데가  더 열악해서 할말을 잃었다. 방치도 학대입니다. 이렇게 키울거면 키우지 말라고요.말들 얼굴에 끈도 엄청 조여가지고 한녀석은 아예 콧등살이 밧줄에 밀려서 올라가있었음. 둘다엄청 불편해하고 계속 고개 휘저으면서 정형행동인지 너무 괴로워해서 보는내가너무 미안하고 그런 학대받는 말들두고 발길이떨어지지 않았다. 진짜 아직도 걱정된다. 그렇게 방치한 사람 빨리 조치하세요.
한라산 웃세붉은오름,뷰최고.(보온병+사발면)먹을것 준비해가세요. 정상 쉼터에서 많이 먹네요
한라산 웃세붉은오름,한라산 6월의 철쭉으로 붉게 물들인 오름들이 장관이다.
한라산 웃세붉은오름,멋져요 정말
한라산 웃세붉은오름,1티어 오름. 소요시간 왕복2시간30~ 오르막 급경사구간 있어서 초보자는 힘들수있지만 그만큼 최강의 경관을 제공하는오름.
한라산 웃세붉은오름,제주도 최고의  spot. must go place
제지기오름,"숲터널로 된 나무계단길을 15분 정도 오르면 섶섬이 아주 가까이, 그 뒤로 문섬과 범섬이 보이는 전망대가 나옵니다. 계단은 꽤 가파릅니다^^ (표시된 곳에 화장실도 있어요)"
제지기오름,"아래에서 혼자 표지판 읽고있는데, 동네 주민이신듯한 분께서 올라가서 해변을 봐보라며 추천해주셔서 올랐다.정상까지 쉼없이 10분이면 다다른다.위에서 보는 뷰가 가히 절경까진 아니었으나 새소리를 들으며 올라서 본 풍경이라는것 자체가 좋았다.나무계단과 나뭇잎의 콤보로 내려갈때 미끄러지지 않도록 유의해야한다."
제지기오름,빨간곳에 주차후에 한바퀴. 섶섬이 보이는 보목포구도 포인트
제지기오름,https://youtu.be/kaGOCKIhWe0ok차박 제지기오름유튜브 검색하시면 동영상 올렸습니다 동네 뒷산 멋찌고 낮은산보목포구와 섭섬이 한눈에
제지기오름,20분이면 가볍게 오를 수 있는 오름이지만 정상에서 보는 뷰는 나쁘지 않다. 오르는동안 길을 나무가 아치로 만들어 여름에도 시원하게 오를 수 있다.
제지기오름,계단 옆으로 자란 털머위 때문에 동화같은 느낌이 난다. 주민들이 운동하기에 좋은 오름.
제지기오름,"왕복 30분. 정상에는 관리되지 않은 듯한 공원이 있고, 다소 막힌 섶섬 조망 가능. 오름 계단 양쪽에 빼곡한 털머위가 인상적인 곳. 개화할 가을 무렵 오면 더욱 좋을 듯."
제지기오름,올라가는 길은 계단으로 되어있고 약간 음습한 느낌이었지만 정상에서 내려다 본 풍경은 밝고 활기차고 좋았어요.
제지기오름,금방 오를수 있음.바다가 보이고 망원경도 볼수 있음.나무계단이 경사가 있는편이라 내려갈때 무릎조심.
제지기오름,바다에 붙어있는 오름들이 몇안되지요금방 오르고 정상뷰도 괜찮은데 탁 트여있진 않아요
제지기오름,금방 올라가고 멋진 풍경을 볼 수 있음멀리서 보러올 필욘 없고근처 구경하다가 일몰 보러오거나 하면 좋을거가태요
제지기오름,"오르막,내리막 전부 나무 계단이에요 무릎안좋으신 분들은 피하시는게 좋을둣 해요"
제지기오름,동네 작은 오름의 강자~!
제지기오름,올라가는 길이 잘 정비되었습니다. 바다가 보이는 뷰가 예쁘네요. 어렵지않게 올라갈 수 있습니다
제지기오름,가볍게 산책하는 코스로 괜찮네요..유명 오름 먼저 다녀본 분들....조금 색다른 오름 또는 조용하고 가볍게 다녀올 오름 찾는분들께 추천....자전거로 제주 환상길 다니는 라이더분들도 중간에 서서 올라가 보시면..  좋습니다...   자전거만 타면 지루하잖아요...  ^^
제지기오름,동네 뒷산 같은 느낌. 전망대에 나무가 막고 있어서 쪼금 아쉽지만 뷰는 좋다.
윗세오름,많은 오름을 가 봤지만 오름중에 최고 임날씨가 흐려 백록담 암벽을 못 본게 너무 아쉽지만... 다음에 다시 도전할 핑계가 생김지도에 난이도 나오것 처럼 붉은부분은 계단지옥 그 다음부턴 데크로 쭉 이어진 탐방로가 너무너무 좋다등반시간(초등 4학년 아이와 같이)어리목코스 등반 2시간20분/ 하산 1시간20분T맵: 한라산 어리목 탐방안내소방문한 날 15시에 입산 통제 함.
윗세오름,"2022.02.27오름. 아이젠+스틱필수. 눈 엄청많음. 윗세오름 마지막 대피소 쪽은 생각보다 별로였음. 하지만 오를때까지 눈풍경이 넘 예쁨. 화장실있음. 까마귀 많음. 지금 공사중이라 대피소에 컵라면 팔지않음ㅠ 텀블러에 뜨거운물+컵라면 챙기시고, 먹고 대피소 안에 라면국물 통 버리는 곳 있음. 눈에 버리지마세요!! 앉을 곳 눈말고 없으니 돗자리 챙겨가세요. 그리고 쓰레기 봉투 꼭 챙겨가셔서 제발 산에 쓰레기 버리지말고 챙겨서 내려오세요~!!"
윗세오름,최고최고
윗세오름,영실에서 윗세오름 철죽필때도  좋았지만 겨울산행올겨울 눈속에 한라산  절경이고 환상이었다직접  눈으로 봐야 하늘나라  천국이자  설국이다
단산,여기 뷰는 진짜 ㅇㅈ이지ㅋㅋㅋ 등산하는거도 재밌음 다치지 않게 조심들 혀라
단산,"경치는 정말 훌륭합니다. 다른 후기에서 말하는 것처럼 다양한 코스가 있습니다. 주차하고 안산사 옆길로 갔었어야 했는데.. 수풀이 우거진, 뭔가 아닌 것 같은 길로 갔다가 밀림체험, 동굴구경하고 돌아나가던 중 뒤쪽으로 돌아올라가는 길을 발견해서 정상까지 갈 수 있었네요. 내려올 때 안산사 옆길로 내려왔습니다. 장갑과 스틱이 있으면 좋습니다."
단산,"잠깐 바위오르기,계단,평지가 아케이드 게임처럼 고루섞인 그리고 멋진 평야와 산방산뷰가 끝내주는 단산! 재밌고 개성있는 산입니다. 단짠단산"
단산,https://youtu.be/QOoYgV-t9oY단산 바굼지오름 낙타봉 이라고도 합니다ok차박 단산유튜브 치시면 영상 올렸습니다
단산,"바윗길, 흙길, 대나무숲길, 밧줄길, 나무계단길, 코코넛매트길, 수풀길... 40분 코스인데 다 경험할 수 있는곳360도 뷰는 여기가 맛집. 시작부터 장난아님"
단산,여기 올라갔다가 내려갈 때 주의할 점 있습니다.올라온 곳으로 내려가기 싫어서응? 여기 길인가? 하고 수풀 헤쳐 나가면 그 수풀 우거진 길이 끝까지 이어진다고 보시면 됩니다.
단산,향교가 있어 운치 있는 곳 단산사쪽으로 올라가세요다른 쪽은 위험
단산,"개인적으로 제주남쪽 최고의 뷰를 자랑하는 오름이라 생각해요. 올라가는 길에 바위도 있고, 미끄러워 밧줄잡고 오르고 내려가야하는 재미있는 오름이예요~"
단산,긴바지 필수
단산,제주  내려와서 여러 오름을 다녀 보았지만 그중에 최고의 뷰 맛집이면서 높진 않지만 굉장히 재미있는 오름. 코앞에 보이는 산방산이 매직아이같은입체감으로 다가옴. 적극추천.
단산,멀리서만 슬쩍 바라보기!한국의 울룰루같다
단산,"그다지 높지 않은  오름, 정상에서 보는 산방산, 용머리바위 , 발아래 모든것들이  한눈에 보인다,아름답다운  풍경을 즐길수 있어서, 눈이 호강을 한다.가파른 부분이  있으니, 신경을 써서 오르면서, 사방을감상하기를~~~봄이라 유채밭이 발아래 펼쳐저 있는노란 물감을 뿌려놓은듯"
단산,이야~~~~!!
단산,가 봐야 맛을 압니다.가 볼 것을 추천합니다.조망이 끝내 줍니다.
단산,가지 말라는 길로 올라갈 수는 있어도 내려올 수는 없음... 가지 말라는 길로 가다 보면 동굴도 나옴... 다른 분들 표현처럼 뷰~는 끝내줍니다
단산,제가 올라 본 오름중에 가장 재밌고 가장 특이한 오름이었습니다. 산방산이 시원히 보이는 정상뷰 또한 좋았고 오르는 도중 재밌는 사진을 찍을 수 있는 곳도 있어 너무 좋았습니다. 정상에 오르기까지 밧줄을 잡고 올라야 하는 곳이 세군데 있는데 두 번째 세 번째 밧줄을 잡고 오르는 구간은 조금 조심을 해야합니다. 정상에 오르면 바로 절벽이라 사진 찍으 실 때 정말 조심해야 하니 참고하세요~ 올려드린 첫 번째 사진 주소(대정읍 향교로 119)로 네비 검색 후 이동하시면 바로 입구가 나옵니다. 입구 주변 공터에 주차를 하고 올라가세요~ 그리고 밑에 몇 분이 위험하다고 하시는데 그건 그 전 등반로로 올라가셨기 때문이라 생각합니다. 그 전 등반로는 폐쇄 되었고 제가 올려드린 입구로 올라가시면 그리 위험하진 않았습니다. 물론 밧줄 잡고 올라가는 구간은 조심하면서 올라가셔야 하고요 그리고 다시 한 번 말씀드리지만 정상에 올라가시면 절벽입니다. 발 디딜 공간은 충분하지만 정말 조심하셔야 합니다~ 왕복 2.5km~3km 1시간 정도 걸린 것 같아요 참고하세요~
단산,입구찾기가 어려움대정향교쪽에선  입구를 못찾아(풀이무성 해서 길이 안보임)정작 입구는 큰길에서 단산사  대정향교 들어가는 입구 바료전  큰길3거리 횡단보도 옆에 있다주차는 길가에 주차가능 하게 별도 차선이 있음오늠치곤 높지않으나 가파른 계단과 줄잡고 올라가는 코스도 있어서 저질체력들은 힘들듯지정된 코스대로 가면 왕복 한시간 코스풍광은 좋다추신 나중에 보니 쉬운코스가  있었네단산사 절쪽에서 오르면 아주쉽게 오를수 있다고함3거리에서 주차후 단산향교쪽 조금가면 단산사 보임
단산,오름과 산의 차이를 확실히 느낄수 있는곳가파르고 관리도 잘 안돼있고 올라가는 길 찾기도 어렵고 바람도 미친듯이 불어서 위험하다그래도 오르기만하면 산방산을 배경으로한 뷰 하나는 정말 멋지다뷰 하나때문에 가는곳
단산,금오름 정도 생각하고 원피스 입고 갔다가 후회했어요.타이어매트와 나무 계단이긴 했는데나무계단 완전 가파르고요.짧지만 돌무더기도 올라야해서 힘들었습니다.그렇다고 뷰가 그렇게 와!! 하게 예쁘지도 않었구요.짧고 굵게 운동했어요.
단산,가꿈 잘못돤길로 탐방하시는대  꼭  사진의 지도를 참고하세요 네비주소로  가시면 탐방로 입구가보입니다
단산,오름트래킹 로프가 좋았어요
단산,"제주도오름같지 않은산..특이하네요..등반로를따라 정상까지는 한시간,제일 높은봉우리까지는 두시간더걸림.암벽등반을 해야하다니..정상이 너무 뽀족해 추락의위험도 있고,어질어질~등반로는  관리가 잘안되고있어서 조심하셔야할듯..저같은 저질체력은 급경사는 힘드네요..하지만 경치가 굿!입니다"
베릿내오름,오름 바로 아래에 주차공간(4대정도)이 있어 아주 편리합니다초반에 계단만 잘 오르면 무난하게 오를 수 있는 오름인 것 같습니다 그리고 오름 자체가 딱히 어렵지도 않고 다리에 힘을 기를 수 있어 자주 오는 곳입니다바닥도 잘 닦아놓아 걷기 아주 좋아요 추천합니다~~👍🏻👍🏻
베릿내오름,제주컨베션 센타와 한라산 뷰가 멋지네요.
베릿내오름,가볍게 올라갈 수 있는 오름. 남쪽으론 푸른바다. 북쪽으론 한라산이 펼쳐짐. 입구는 계단이지만 금방 올라갈 수 있음.
베릿내오름,평점이 안 좋아서 안가려고 한 장소였는데결론은 산책하기 딱 좋은 장소였습니다. 주차는 화장실 옆에 4대 정도 할 수 있어서 잘 보고 가셔야 할 것 같아요. 올레길 8코스(?)쯤에 위치해있어서 한바퀴 돌 수 있었습니다. 말발굽 모양 분화구여서 분화구가 잘 보이지 않았지만 걸으면서 여기가 분화구였겠구나 생각했습니다.
베릿내오름,타 오름에비해 너무별로 경치별로고 분화구안보임
베릿내오름,동네뒷산처럼 가볍게 산책하기 좋고~~올레 8코스에 속해 있어서 올레길따라 걷기에도 좋아요^^
베릿내오름,걷기 좋아요~~~
베릿내오름,전망이 좋아요
베릿내오름,강아지와 산책하기 좋아요
베릿내오름,넓은 바다와 한라산을 둘다 만끽
베릿내오름,화장실 옆으로 올라갔음. 산책도 하고 바다도 잘보이고 산도 잘보이고 완전 이얏호~!
베릿내오름,"오름이라고 하기엔 너무 낮은.....둘레길이 다 테크로...걷기는 좋은데 광명사쪽으로 가니, 바닷쪽 풍광도 나무에 가려 잘 보이지 않음."
베릿내오름,"오르기 편하고 나무계단이 잘 되어있어 좋습니다. 중문단지에 투숙하는 여행객은 산책하는 기분으로 오르길 권합니다. 다만 개인적으로 해넘이를 보는것을 좋아하는데, 정상에서는 해넘이 방향에 나무가 우거져 볼수가 없습니다. 그래서 살짝 아쉬운 마음에 별 네개"
절물오름,https://youtu.be/tQHRc49iGwwok차박 절물오름유튜브 검색하시면 동영상 올렸습니다 1.2로 두개 올렸습니다 입장료1천원 주차삼천원 .둘래길 너나들이 생이소리길대크3키로 절물약수암 연못 못공예2분화구 둘레길 금붕어 연못 12지상
절물오름,장생의숲길을 걷다보면 만나게 되는 오름. 관광객이 많은만큼 혼자서도 충분히 갈수있고 전망도 좋음. 그리고 뱀조심
절물오름,님아 그 오름을 올라가지 마오힘드러
절물오름,절물휴양림과 더불어 날씨좋을땐 꼭 올라가봐야 하는 곳^^ 정상에서 보는 한라산뷰가 멋진곳이예요 ㅎ
절물오름,재밌긴 하는데 너무 힘들어요. 물통 2병이면 쌉가능
절물오름,"제주에 오름은  어느 오름이든, 정상에  올라가면최고의  선물을 우리들에게 나누어 줍니다~!"
절물오름,휴양림은 아주 좋지만 오름은 별로에요. 굳이 시간내서 올라갈만한 장소는 아니네요.
절물오름,쉽고 전망 좋고 이보다 좋을 수가 없죠.
절물오름,"오름등반코스도 좋고(짧은편), 장생의 숲길 코스도 좋고(더 김), 한라생태숲에서넘어오는 코스도 좋다. 세번을 다녀와도 좋았다정상에 오른뒤 우측으로 5분정도 걸어야 전망대가나옵니다. 추천!"
절물오름,절물자연 휴양림 과 오름을 오르면 금상천하이다
알오름,저의 제주여행을 완성했다고 해도 과언이 아닙니다 그리구 노을질때가 찐이예요 여러분^^ 평화롭고 수려한 대자연 황홀경 그자체 … 고라니 한쌍도 봤구요 단점은 차타고가면 접근이 어렵다는것? 맞은편에서 차라도오면 매우 당황스러우니 걸어가거나 운전 능숙한분만 가세요🤦‍♀️ 또 어두워지기전에 호다닥 내려오셔야합니다~~!
알오름,https://youtu.be/PAIYQ0Sjdu0ok차박 알오름유튜브 검색하시면 동영상 올렸습니다 새알처럼 생겼다여아래는 온통초원의 풀밭다랑시오름 위 등등 뷰좋음
알오름,올레길 1코스 시점에 바로 나타나는 알오름입니다.가파르긴하나 길지않고 정산에 뻗어있는 능선 고갯길이 이쁩니다.멀리 우도와 성산일출봉이 시원하게 보여 아름답습니다.근처 지미봉만큼 재밌고 눈이 아름답습니다.
알오름,한적해서 좋아요 다만 너무 한적해서 오히려 무서울 정도
알오름,솔직히 나만 알았으면 좋겠는 곳
알오름,들어가는길은 진짜 힘든데 정상에서 보는 풍광이 모든것을 보상해주네요
알오름,한적한 숲길을 지나면 초원언덕이 나오고 오르다보면 멋진뷰가~ 우도와 일출봉등 성산의 풍경과 한라산과 동부지역의 오름들까지~ 탁트인 풍경이 좋다...
알오름,올레길을 꼭 지도보면서 올라야하고 일몰보러왔는데 너무 길이 으슥해서 별로였어요. 사람이 드문 이유가 있네요.
알오름,.일출보기좋은 가기쉬운 사람이적은 산책하기좋은.
알오름,마치 스위스 초원을 보는거 같았음스위스는 안가봄. 오름 정상뷰도 예술
알오름,뷰천재!! 탁트인 전망은 파노라마 사진을 부릅니다
알오름,이뻐요
알오름,여기 대박이에요진짜대신 차타고 쭉들어가야행용
알오름,최고에여 나만 알고싶은 곳이랄까~~
알오름,한적해서 좋아요
알오름,두산봉을 통해 알오름 정상에 오르면 경치는 훌륭합니다 올레길 코스에 속해서 많이들 찾아가십니다.
알오름,"등산 난이도는 최하풍경은 최상사방이 다 보여요 바다,, 우도 성산일출봉 한라산까지최고예요"
알오름,"올랫길 1코스 첫번째 오름이기도 합니다.두산봉을 지나서, 오르게 되는 알오름  첫인상은산위에 넓은 초원이 펼쳐져 있는 모습에 살짝당황하게 된다. 들녁을 유유자적 걷다보면. 지루한줄을모른다~!"
알오름,예뻐요 굳 두산봉에서 넘어오면 알오름  정상에서 사방이 다 보이네요  갈대가 예뻐요
알오름,"전망좋고 조용하고, 성산일출봉, 우도, 한라산까지 모두 볼수 있다."
알오름,좌우도 우 성산일출봉이 한번에보이고오르기도쉽고 개인적으로 오름중 최고
알오름,최고에요 멋집니다 사진보다 눈으로 봐야 해요
알오름,최고의 경관명소!  최곱니다
알오름,솔직히 유명한 오름들보다 좋았음성산쪽 여행하는 사람들은 꼭! 가야해요
세미양오름,한라산 오르기는 부담스럽고 제주시 멋진 뷰는 보고 싶을때 부담없이 오를수 있는 오름입니다.
세미양오름,기대하고 찾아갔는데 사유지라 출입금지판이 차갑게 붙어있어서 차를 돌려야했다
세미양오름,"남북으로 제주시뷰, 한라산뷰 최고에요올라가는 코스는 생각보다 길어요완만한 구간, 급경사구간이 적절히 있어서재미있어요오름 주차장 출입구는 통행하는 차들이 많으니 조심하세요물도 꼭 챙기세요"
세미양오름,한라산과 제주시 전망이 한눈에~~
세미양오름,주차장 : 아라일동 6-59야자매트로 잘 정비된 그러나 매우 가파른 길을 20분 정도 오르면 편백나무 숲이 나온다. 정상이 가까웠다는 좋은 소식. 힘을 내서 깔딱고개를 넘어 드디어 정상! 그러나 정상에는 아무런 뷰가 없다. 관리초소와 벤치가 서로 마주보며 대면 대면할 뿐. 하지만 실망하지 마시라. 새미양오름의 진수는 바로 팔각정! 어딜가도 배산임수인 제주도에서 배산임수의 진수를 보여준다. 한라산 정상으로 팔을 뻗은 억새와 바다로 내달리는 바람을 맛보시라. 만약 아무런 맛이 안나거든 당신의 미각을 의심하시라.
세미양오름,갈 수 없는 곳
세미양오름,제가 지금까지 올라갔던 오름중 최고였어요
세미양오름,북쪽에서 보는 백록담이 보이고 제주시쪽 오름과 공항 다 보여 경치가 정말 좋음^^
세미양오름,"눈이 어마어마하게 쌓였어요 !!아이젠과 스틱은 필수입니다 ,,,,코스도 다양하고 조용한 숲속에서 걷는건 ,,,,말이 필요없네요 ,,"
세미양오름,경사가 좀 있지만 빽빽한 나무 사이길을 걸으면 기분이 상쾌해짐. 정상 조망 좋고 한바퀴 도는 느낌이 대왕산과 비슷함.
세미양오름,어마하게 가파른오름 ㅜ계단으로되어있는데진짜 가파르네여 흑흑여자분들은 싫을수도있어여
세미양오름,오름 입구에 말목장 있는데 과자 봉지 바스락 거리면 말들이 과자 달라고 막 쫓아와요~
세미양오름,제주시 서쪽을 한번에 조망할 수 있는 족은 오름.
바굼지오름,좋은데 관리가 안돼있다
원물오름,요즘은 수풀이 많이자라 길 찾기가 넘 힘들어요꼭 올라보고싶어 길을 한참찾았네요뷰가 고생을 보상해주기는합니다꼭대기서 산불아저씨와 대화할 수 있는 곳
원물오름,ok차박 원물오름 유튜브 검색하시면  상세히 나옴니다올라갈수 있습니다올라가면 주우깁니다..ㅎhttps://youtu.be/ZJl5TANnLv8
원물오름,출입을 못하도록 막았네요.헛걸음 하지 마시길요.
원물오름,경사도 낮고 금방 정상에 오르는 편입니다뷰도 예뻐요다만 똥이 너무 x100 많아뇨..
원물오름,"사람 없는 조용한 오름입니다! 오르내리는 동안 오름 지키시는 선생님 제외하고선 마주친 사람이 없었습니다.길 곳곳에 말똥도 많고 입구쪽은 길이 험한 편인데 조금만 올라오면 탁 트인 풍경 보실 수 있어요! 꽤 가까운 거리에 산방산도 보이고 바다도 보이는데 맑을 때 못 와서 아쉽네요.말은 천천히 큰 소리 내지 않고 움직이면 사람 신경 안 쓰는 것 같아보였어요 :)+) 입구가 철사로 가로막힌듯 보였는데, 선생님께서 아무말씀 없으신 걸 보면 올라도 되는 오름인 것 같습니다"
원물오름,밑에서보는것과 완전 다른 오름이예요.경치가 뛰어나고 정상엔 가끔씩 말이 방목되어 있죠.일몰도 멋진 곳입니다~~
원물오름,"정상부에서 내다보는 조망이 일품이예요,~~^^"
원물오름,이번 제주여행은 뷰카페랑 오름투어제주 오름은 사랑입니다.내일은 금오름 가야겠어요. 후후♡
원물오름,뷰는 좋음. 단 말똥은 수백번 밟아야 오를 수 있어요 ㅠㅠ
